userid,country,iso2,iso3,city,state
393,United States of America,US,USA,Usa,Colorado
634,Germany,DE,DEU,Boston,
736,No Location,,,,Nan
737,Burkina Faso,BF,BFA,Pâ,
738,Gabon,GA,GAB,Atlanta,
423,No Location,,,,Nan
476,India,IN,IND,Indianapolis,
739,United States of America,US,USA,Southeast,Texas
740,United States of America,US,USA,Virginia,Virginia
741,United States of America,NY,NYC,,
742,United States of America,US,USA,Usa,Arizona
743,No Location,,,,Nan
744,No Location,,,,Nan
745,United States of America,US,USA,Cherry Hill,
464,No Location,,,,Nan
746,No Location,,,,Nan
607,No Location,,,,Nan
747,New Caledonia,NC,NCL,Raleigh,
748,United States of America,US,USA,Los Angeles,Angeles
749,Canada,CA,CAN,Toronto,
750,United States of America,US,USA,Hollywood,Angeles
751,India,IN,IND,Gold,Coast
752,No Location,,,,Nan
421,No Location,,,,Nan
753,No Location,,,,Nan
754,No Location,,,,Nan
755,United States of America,US,USA,Florida,Florida
756,United States of America,US,USA,Washington,Washington
309,United Kingdom,UK,GBR,London,
757,United States of America,US,USA,Cherry Hill,
758,No Location,,,,Nan
759,Sudan,SD,SDN,Falls,
760,United States of America,US,USA,York,York
761,Ghana,GH,GHA,Wa,
762,United States of America,US,USA,Washington,Washington
763,Iceland,IS,ISL,,
99,No Location,,,,Nan
764,Australia,AU,AUS,Melbourne,
765,United States of America,NY,NYC,,
537,Turkey,TR,TUR,Of,District of Columbia
766,United States of America,US,USA,York,York
767,Japan,JP,JPN,Usa,York
768,United States of America,US,USA,York,York
769,Iceland,IS,ISL,,
770,United States of America,NY,NYC,Brooklyn,
771,No Location,,,,Nan
772,No Location,,,,Nan
773,Colombia,CO,COL,Galway,Galway
774,Norway,NO,NOR,Oslo,Oslo
775,United States of America,US,USA,Washington,Washington
464,No Location,,,,Nan
776,Ireland,IE,IRL,Dublin,Dublin
777,Norway,NO,NOR,Time,
778,Laos,LA,LAO,,
309,United Kingdom,UK,GBR,London,
779,No Location,,,,Nan
780,United States of America,US,USA,Florida,Florida
781,Sao Tome and Principe,ST,STP,,
782,United States of America,US,USA,,Connecticut
783,Ghana,GH,GHA,Wa,
784,United States of America,US,USA,Usa,Maryland
785,United States of America,US,USA,Chicago,
778,Laos,LA,LAO,,
786,United States of America,US,USA,Valley,
787,Canada,CA,CAN,Montréal,
788,Belgium,BE,BEL,Brussels,
160,No Location,,,,Nan
789,United States of America,US,USA,Missouri City,Missouri
790,United States of America,US,USA,Usa,Florida
791,United States of America,US,USA,Usa,California
792,No Location,,,,Nan
609,South Africa,ZA,ZAF,Cape Town,
793,No Location,,,,Nan
393,United States of America,US,USA,Usa,Colorado
794,United Kingdom,GB,GBR,,Cardiff
795,United States of America,US,USA,Usa,Georgia
796,No Location,,,,Nan
797,United States of America,US,USA,Washington,Washington
798,Burkina Faso,BF,BFA,Pâ,
799,Colombia,CO,COL,Denver,
800,No Location,,,,Nan
801,No Location,,,,Nan
802,Morocco,MA,MAR,Boston,
803,United States of America,US,USA,Orléans,Louisiana
804,United States of America,US,USA,Washington,Washington
805,United Kingdom,UK,GBR,Bolsover,
806,No Location,,,,Nan
807,United States of America,US,USA,Ontario,Ontario
808,United States of America,US,USA,Usa,Massachusetts
809,No Location,,,,Nan
810,United States of America,US,USA,Metro,Washington
811,United States of America,US,USA,Usa,Indiana
812,Albania,AL,ALB,Huntsville,
813,United States of America,US,USA,Orlando,
814,No Location,,,,Nan
815,United States of America,US,USA,Shelton,Connecticut
816,United Kingdom,UK,GBR,London,
817,United States of America,NY,NYC,,
791,United States of America,US,USA,Usa,California
309,United Kingdom,UK,GBR,London,
818,No Location,,,,Nan
819,No Location,,,,Nan
820,Ireland,IE,IRL,Cork,Cork
821,United States of America,NY,NYC,Manhattan,
822,New Zealand,NZ,NZL,,
823,No Location,,,,Nan
824,United Kingdom,UK,GBR,Leeds,Leeds
825,United States of America,NY,NYC,,
826,No Location,,,,Nan
827,Australia,AU,AUS,Melbourne,
828,United States of America,US,USA,,Texas
636,United States of America,NY,NYC,Istanbul,
829,Turkey,TR,TUR,Of,
830,No Location,,,,Nan
831,United States of America,US,USA,Washington,Washington
127,No Location,,,,Nan
832,United States of America,US,USA,Usa,Oregon
833,United States of America,US,USA,Washington,Washington
834,Germany,DE,DEU,Frankfurt,
835,United States of America,US,USA,,Connecticut
836,No Location,,,,Nan
837,Tunisia,TN,TUN,Knoxville,
169,Philippines,PH,PHL,Bay,Bay
838,No Location,,,,Nan
839,United States of America,NY,NYC,,
840,United States of America,NY,NYC,,
841,Philippines,PH,PHL,Bay,Bay
842,No Location,,,,Nan
778,Laos,LA,LAO,,
843,United States of America,US,USA,,Ohio
844,Israel,IL,ISR,Chicago,
845,United States of America,NY,NYC,Rockland,
846,Jordan,JO,JOR,Amman,
847,No Location,,,,Nan
848,Ghana,GH,GHA,Wa,
849,No Location,,,,Nan
850,United States of America,NY,NYC,,
851,No Location,,,,Nan
852,Seychelles,SC,SYC,Columbia,
853,United States of America,US,USA,Usa,Connecticut
854,Azerbaijan,AZ,AZE,Scottsdale,
855,Israel,IL,ISR,,
856,No Location,,,,Nan
108,No Location,,,,Nan
857,No Location,,,,Nan
309,United Kingdom,UK,GBR,London,
858,Canada,CA,CAN,,
859,Brazil,BR,BRA,,São Paulo
860,No Location,,,,Nan
224,No Location,,,,Nan
861,Japan,JP,JPN,Usa,York
862,United States of America,US,USA,York,York
863,United Kingdom,UK,GBR,Newport,Newport
864,France,FR,FRA,Paris,
865,No Location,,,,Nan
866,United States of America,US,USA,Orange,Florida
867,Venezuela,VE,VEN,Caracas,
868,Seychelles,SC,SYC,Columbia,
869,United States of America,US,USA,Tampa,
870,No Location,,,,Nan
871,India,IN,IND,London,
169,Japan,JP,JPN,Usa,Southern
872,No Location,,,,Nan
873,United Kingdom,UK,GBR,London,
874,United States of America,US,USA,Usa,California
875,United States of America,US,USA,Usa,Delaware
876,United States of America,US,USA,Washington,Washington
877,United States of America,US,USA,Shelton,Connecticut
392,No Location,,,,Nan
878,Lebanon,LB,LBN,Beirut,
309,United Kingdom,UK,GBR,London,
160,No Location,,,,Nan
879,No Location,,,,Nan
880,United Kingdom,UK,GBR,,
881,United States of America,NY,NYC,York,York
882,United States of America,NY,NYC,Brooklyn,
883,No Location,,,,Nan
884,Nigeria,NG,NGA,Lagos,Lagos
885,Canada,CA,CAN,Toronto,
886,No Location,,,,Nan
887,United States of America,US,USA,Florida,Florida
888,United States of America,NY,NYC,,
889,No Location,,,,Nan
890,No Location,,,,Nan
891,Azerbaijan,AZ,AZE,Usa,
892,No Location,,,,Nan
893,Kenya,KE,KEN,,
894,Canada,CA,CAN,Vista,
895,United States of America,US,USA,Manhattan,
896,Morocco,MA,MAR,Boston,
897,No Location,,,,Nan
898,United States of America,NY,NYC,,
309,United Kingdom,UK,GBR,London,
899,No Location,,,,Nan
900,Colombia,CO,COL,Denver,
901,Jersey,JE,JEY,,
902,New Caledonia,NC,NCL,Charlotte,
903,No Location,,,,Nan
904,No Location,,,,Nan
905,United Kingdom,UK,GBR,Gateshead,Gateshead
906,United States of America,NY,NYC,York,York
907,United Kingdom,UK,GBR,,
908,United States of America,US,USA,Milwaukee,
160,No Location,,,,Nan
309,United Kingdom,UK,GBR,London,
909,No Location,,,,Nan
910,No Location,,,,Nan
911,United Kingdom,UK,GBR,London,
912,United States of America,US,USA,Usa,Arizona
913,Albania,AL,ALB,Birmingham,Birmingham
914,No Location,,,,Nan
915,United States of America,US,USA,Usa,California
916,No Location,,,,Nan
917,United States of America,US,USA,Palm Beach,
918,No Location,,,,Nan
919,Burkina Faso,BF,BFA,Pâ,
920,United States of America,US,USA,Cherry Hill,
921,No Location,,,,Nan
922,Ireland,IE,IRL,Dublin,Dublin
923,United States of America,US,USA,York,York
924,India,IN,IND,Same,
925,United States of America,NY,NYC,,
926,No Location,,,,Nan
927,United States of America,US,USA,York,York
928,Japan,JP,JPN,Usa,
734,Philippines,PH,PHL,Mexico,Morelos
929,United States of America,US,USA,Oregon,Oregon
930,Canada,CA,CAN,Toronto,
931,No Location,,,,Nan
99,No Location,,,,Nan
932,No Location,,,,Nan
933,United States of America,DC,USA,Southeast,
818,No Location,,,,Nan
934,No Location,,,,Nan
935,United States of America,NY,NYC,,
936,United Kingdom,UK,GBR,,
309,United Kingdom,UK,GBR,London,
937,United States of America,US,USA,Los Angeles,Angeles
938,India,IN,IND,,
939,No Location,,,,Nan
940,No Location,,,,Nan
476,India,IN,IND,Indianapolis,
941,United States of America,US,USA,York,York
942,No Location,,,,Nan
943,United States of America,US,USA,Orlando,
944,United States of America,US,USA,Washington,Washington
945,Israel,IL,ISR,Chicago,
654,United States of America,US,USA,Usa,Oklahoma
946,France,FR,FRA,Paris,
947,Germany,DE,DEU,Wilmington,
948,Turkey,TR,TUR,Of,
949,Canada,CA,CAN,,
950,United States of America,US,USA,Usa,Florida
951,United States of America,US,USA,Usa,Wisconsin
493,No Location,,,,Nan
509,Bangladesh,BD,BGD,Dhaka,Dhaka
952,No Location,,,,Nan
953,United States of America,US,USA,Usa,Georgia
954,United States of America,US,USA,Howard,Maryland
955,United States of America,US,USA,Los Angeles,Angeles
956,Israel,IL,ISR,Chicago,
957,No Location,,,,Nan
958,Azerbaijan,AZ,AZE,Vista,
959,No Location,,,,Nan
960,Canada,CA,CAN,Valley,Central
961,No Location,,,,Nan
962,Turkey,TR,TUR,Of,
963,No Location,,,,Nan
964,United States of America,US,USA,Usa,California
965,No Location,,,,Nan
818,No Location,,,,Nan
966,Cuba,CU,CUB,Venezuela,
967,No Location,,,,Nan
968,No Location,,,,Nan
969,United Kingdom,UK,GBR,Portsmouth,Portsmouth
818,No Location,,,,Nan
970,No Location,,,,Nan
971,United States of America,US,USA,Las Vegas,Vegas
972,United Kingdom,UK,GBR,London,
973,Turkey,TR,TUR,Of,
974,No Location,,,,Nan
975,No Location,,,,Nan
818,No Location,,,,Nan
976,Israel,IL,ISR,Carpentersville,
977,United States of America,US,USA,Usa,Maryland
978,United States of America,US,USA,Seattle,
979,Nigeria,NG,NGA,Abuja,
980,United Kingdom,UK,GBR,London,
981,United States of America,US,USA,Florida,Florida
841,Philippines,PH,PHL,Bay,Bay
982,No Location,,,,Nan
983,United States of America,US,USA,Usa,Indiana
984,United States of America,US,USA,York,York
985,United States of America,US,USA,Alice,Northern
986,Japan,JP,JPN,Usa,
987,United States of America,US,USA,Usa,Massachusetts
988,United States of America,US,USA,Dallas,
989,Canada,CA,CAN,Kitchener,
990,United States of America,US,USA,Valley,Missouri
991,Canada,CA,CAN,Burbank,
992,Belarus,BY,BLR,,
993,United States of America,US,USA,Fairmont,
994,United States of America,NY,NYC,,
995,United States of America,NY,NYC,Queens,
996,United States of America,NY,NYC,,
818,No Location,,,,Nan
997,India,IN,IND,Jaipur,
998,United States of America,US,USA,Usa,California
999,United Kingdom,UK,GBR,,
160,No Location,,,,Nan
1000,Hong Kong,HK,HKG,Hong Kong,
1001,Andorra,AD,AND,Yorkshire,
1002,United States of America,US,USA,Wichita,
1003,Burkina Faso,BF,BFA,Pâ,
1004,United Kingdom,UK,GBR,,
1005,United States of America,US,USA,Austin,
1006,United States of America,US,USA,Bronx,
1007,Mexico,MX,MEX,,
1008,United States of America,US,USA,,New Jersey
1009,No Location,,,,Nan
1010,Canada,CA,CAN,,
1011,Macau,MO,MAC,,
1012,Ghana,GH,GHA,,Northern
1013,No Location,,,,Nan
1014,Australia,AU,AUS,Sydney,
1015,Gabon,GA,GAB,Atlanta,
1016,No Location,,,,Nan
1017,United States of America,US,USA,Usa,South Dakota
1018,No Location,,,,Nan
1019,No Location,,,,Nan
1020,Gabon,GA,GAB,Atlanta,
1021,United Kingdom,UK,GBR,London,
1022,No Location,,,,Nan
1023,United States of America,US,USA,Los Angeles,Angeles
1024,United States of America,US,USA,,Michigan
1025,United States of America,US,USA,Usa,Illinois
1026,No Location,,,,Nan
1027,United States of America,US,USA,Usa,Florida
1028,United States of America,US,USA,York,York
1029,No Location,,,,Nan
1030,Cuba,CU,CUB,Australia,
1031,Canada,CA,CAN,,
1032,Zambia,ZM,ZMB,Lusaka,Lusaka
1033,Malaysia,MY,MYS,,
1034,Chile,CL,CHL,Santiago,Santiago
1035,No Location,,,,Nan
1036,Cuba,CU,CUB,Australia,
1037,United Kingdom,UK,GBR,Edinburgh,
1038,United States of America,US,USA,,Alabama
233,United Kingdom,UK,GBR,London,
1039,Canada,CA,CAN,Victoria,Victoria
1040,United States of America,US,USA,Usa,Virginia
1041,United States of America,US,USA,Hyattsville,Maryland
1042,No Location,,,,Nan
1043,Germany,DE,DEU,,
1044,New Caledonia,NC,NCL,Charlotte,
1045,No Location,,,,Nan
1046,No Location,,,,Nan
1047,No Location,,,,Nan
1048,No Location,,,,Nan
1049,No Location,,,,Nan
1050,United States of America,US,USA,Usa,Maryland
1051,United States of America,US,USA,Greece,
1052,United States of America,US,USA,Navarre,Navarre
1053,United States of America,US,USA,Orlando,
1054,Nigeria,NG,NGA,Jos,
1055,United States of America,US,USA,Usa,Florida
1056,United States of America,US,USA,,New Jersey
1057,No Location,,,,Nan
1058,Ghana,GH,GHA,Wa,
1059,No Location,,,,Nan
1060,United States of America,US,USA,Usa,Delaware
1061,Portugal,PT,PRT,,Lisboa
1062,United Kingdom,UK,GBR,London,
1063,Japan,JP,JPN,Usa,
1064,No Location,,,,Nan
1065,United States of America,US,USA,Ontario,Ontario
1066,United States of America,US,USA,Las Vegas,Vegas
678,No Location,,,,Nan
1067,United States of America,US,USA,Los Angeles,Angeles
1068,No Location,,,,Nan
266,No Location,,,,Nan
1069,Nigeria,NG,NGA,,
927,United States of America,US,USA,York,York
1070,Japan,JP,JPN,Usa,
1071,United States of America,US,USA,Valley,
1072,Guam,GU,GUM,,
1073,United Kingdom,UK,GBR,London,
393,United States of America,US,USA,Usa,Colorado
1074,Vatican City,VA,VAT,Richmond,
1075,No Location,,,,Nan
1076,United States of America,US,USA,York,York
1077,No Location,,,,Nan
1078,United Kingdom,UK,GBR,Manchester,Manchester
1079,Ghana,GH,GHA,Wa,
1080,No Location,,,,Nan
1081,United States of America,US,USA,Usa,Kentucky
1082,United States of America,NY,NYC,York,York
1083,United States of America,US,USA,York,York
1084,Tonga,TO,TON,Of,Pest
1085,United Kingdom,UK,GBR,Birmingham,Birmingham
953,United States of America,US,USA,Usa,Georgia
1086,Japan,JP,JPN,Usa,
1087,No Location,,,,Nan
1088,United States of America,US,USA,Las Vegas,Vegas
1089,Canada,CA,CAN,San,
1090,Ireland,IE,IRL,Dublin,Dublin
1091,No Location,,,,Nan
1092,United Kingdom,UK,GBR,,New South Wales
1093,No Location,,,,Nan
1094,No Location,,,,Nan
1095,New Caledonia,NC,NCL,,
1096,No Location,,,,Nan
1097,United States of America,US,USA,Tampa,
1098,United Kingdom,UK,GBR,,
1099,Canada,CA,CAN,Calgary,
1100,Brazil,BR,BRA,,São Paulo
1101,No Location,,,,Nan
1102,United States of America,US,USA,Los Angeles,Angeles
1103,No Location,,,,Nan
1104,No Location,,,,Nan
1105,United Kingdom,UK,GBR,Stone,
1106,No Location,,,,Nan
1107,United Kingdom,UK,GBR,London,
1108,United Kingdom,UK,GBR,Ely,
1109,United Kingdom,UK,GBR,,
1110,United States of America,NY,NYC,,
1111,United States of America,US,USA,Birmingham,Alabama
1112,United States of America,US,USA,Usa,Florida
1113,United Kingdom,UK,GBR,London,
1114,South Africa,ZA,ZAF,Newcastle,
1115,United States of America,US,USA,Prineville,
1116,United Kingdom,UK,GBR,Rochdale,Rochdale
1117,United States of America,US,USA,,Ohio
1118,No Location,,,,Nan
1119,No Location,,,,Nan
1120,Vatican City,VA,VAT,Fairfax,
1121,United Kingdom,UK,GBR,London,Manchester
1122,United Kingdom,UK,GBR,London,
1123,United States of America,US,USA,Usa,Pennsylvania
1124,United States of America,US,USA,Hudson,
1125,United States of America,US,USA,Dallas,
1126,United States of America,US,USA,Amarillo,
1127,United Kingdom,UK,GBR,Chandlers Ford,
1128,Canada,CA,CAN,Victoria,Victoria
1129,No Location,,,,Nan
1130,No Location,,,,Nan
1131,No Location,,,,Nan
1132,United States of America,US,USA,Baltimore,
1133,Mongolia,MN,MNG,Roseville,
1134,Turkey,TR,TUR,Of,
1135,No Location,,,,Nan
1136,Ireland,IE,IRL,Dublin,Dublin
1137,United States of America,US,USA,Boston,
1138,No Location,,,,Nan
747,New Caledonia,NC,NCL,Raleigh,
1139,United States of America,US,USA,Roma,
1140,United States of America,US,USA,Chicago,Illinois
1141,United States of America,US,USA,Weatherford,
1142,Canada,CA,CAN,Toronto,
1143,No Location,,,,Nan
1144,No Location,,,,Nan
1145,Vietnam,VN,VNM,,
1146,United States of America,US,USA,Usa,Connecticut
1147,Austria,AT,AUT,,
1148,United States of America,US,USA,,Ohio
1149,United States of America,US,USA,Los Angeles,Angeles
1150,No Location,,,,Nan
1151,Tunisia,TN,TUN,Nashville,
1152,Japan,JP,JPN,Sō,
1153,United States of America,US,USA,Boston,
1154,Japan,JP,JPN,Usa,York
1155,Afghanistan,AF,AFG,,
1156,United States of America,US,USA,Usa,North Carolina
1157,Turkey,TR,TUR,Of,
136,United States of America,NY,NYC,Rockaway,
1158,No Location,,,,Nan
1159,No Location,,,,Nan
1160,Ireland,IE,IRL,,
698,United Kingdom,UK,GBR,London,
1161,No Location,,,,Nan
1162,France,FR,FRA,Paris,
1163,No Location,,,,Nan
1164,Canada,CA,CAN,Pitt Meadows,
1165,United States of America,US,USA,Tampa,
1166,United States of America,US,USA,Logan,Queensland
1167,Seychelles,SC,SYC,Augusta,
1168,United States of America,US,USA,Palm Beach,
1169,No Location,,,,Nan
1170,No Location,,,,Nan
1171,No Location,,,,Nan
941,United States of America,US,USA,York,York
1172,Cuba,CU,CUB,Colombia,
1173,No Location,,,,Nan
1174,No Location,,,,Nan
1175,United States of America,US,USA,Virginia,Virginia
1176,United States of America,US,USA,Usa,Minnesota
1177,Japan,JP,JPN,Sō,
41,United States of America,US,USA,Portland,Portland
1178,No Location,,,,Nan
1179,No Location,,,,Nan
1180,No Location,,,,Nan
1181,New Zealand,NZ,NZL,Wellington,Wellington
1182,No Location,,,,Nan
1183,Canada,CA,CAN,Santa,
378,Japan,JP,JPN,Usa,
1184,United States of America,US,USA,Jackson,
1185,United States of America,US,USA,,Ohio
1186,No Location,,,,Nan
1187,United States of America,US,USA,Seattle,Vegas
1188,United States of America,NY,NYC,York,York
1189,Japan,JP,JPN,Usa,
1190,Gabon,GA,GAB,Atlanta,
1191,United States of America,NY,NYC,York,York
527,No Location,,,,Nan
1192,United States of America,NY,NYC,,
1193,Montenegro,ME,MNE,,
1194,United States of America,US,USA,Usa,New Jersey
1122,United Kingdom,UK,GBR,London,
1195,No Location,,,,Nan
1196,United States of America,US,USA,Spring,
1197,United States of America,US,USA,Pittsburgh,
108,No Location,,,,Nan
1198,United States of America,US,USA,Los Angeles,Angeles
1199,Germany,DE,DEU,Stuttgart,
678,No Location,,,,Nan
1200,Belgium,BE,BEL,,
1201,United States of America,US,USA,Usa,Texas
1202,No Location,,,,Nan
1203,Burkina Faso,BF,BFA,Pâ,
1204,Spain,ES,ESP,Madrid,Madrid
1205,United States of America,US,USA,Mexico,New Mexico
1206,United States of America,US,USA,Houston,
1207,Andorra,AD,AND,,
1208,Burkina Faso,BF,BFA,Pâ,
1209,United States of America,US,USA,Cleveland,
1210,United Kingdom,UK,GBR,Edinburgh,
1211,United States of America,US,USA,Los Angeles,Angeles
1212,United Kingdom,UK,GBR,London,
1213,No Location,,,,Nan
1214,Macau,MO,MAC,Macau,
1215,United States of America,US,USA,Dartmouth,Nova Scotia
1216,Canada,CA,CAN,Irvine,
392,No Location,,,,Nan
1217,United States of America,US,USA,Worth,
1218,No Location,,,,Nan
1219,United States of America,US,USA,Washington,Washington
1220,Turkey,TR,TUR,Of,
978,United States of America,US,USA,Seattle,
1221,United States of America,US,USA,Houston,Texas
1222,United States of America,US,USA,Los Angeles,Angeles
1148,United States of America,US,USA,,Ohio
1223,United States of America,US,USA,Dallas,
1166,United States of America,US,USA,Logan,Queensland
1224,Canada,CA,CAN,Walnut,
1225,No Location,,,,Nan
1226,Ireland,IE,IRL,Cork,Cork
1227,No Location,,,,Nan
1228,No Location,,,,Nan
1229,No Location,,,,Nan
1230,No Location,,,,Nan
1072,Guam,GU,GUM,,
1231,Japan,JP,JPN,Usa,
1232,Ghana,GH,GHA,Wa,
1233,Japan,JP,JPN,Usa,
1234,United States of America,US,USA,,Georgia
1235,No Location,,,,Nan
1236,No Location,,,,Nan
1237,No Location,,,,Nan
1238,No Location,,,,Nan
1239,Canada,US,USA,Ontario,Ontario
1240,United Kingdom,UK,GBR,London,Cornwall
1241,Canada,CA,CAN,Guelph,Ontario
1242,United States of America,NY,NYC,,Southern
1243,No Location,,,,Nan
1244,Turkey,TR,TUR,Of,Mary
1245,No Location,,,,Nan
1246,No Location,,,,Nan
1247,United States of America,NY,NYC,Bronx,
1248,Burkina Faso,BF,BFA,Pâ,
1249,Myanmar,MM,MMR,An,
1250,United States of America,US,USA,Tallahassee,
1251,No Location,,,,Nan
1252,United Kingdom,UK,GBR,Manchester,Manchester
1253,No Location,,,,Nan
1254,United Kingdom,UK,GBR,,Shropshire
1255,No Location,,,,Nan
1256,Ireland,IE,IRL,Dublin,Dublin
1257,No Location,,,,Nan
1258,United States of America,US,USA,Buffalo,
393,United States of America,US,USA,Usa,Colorado
1259,No Location,,,,Nan
1260,Morocco,MA,MAR,Usa,
1261,No Location,,,,Nan
1262,United States of America,NY,NYC,,
1211,United States of America,US,USA,Los Angeles,Angeles
1263,Argentina,AR,ARG,Buenos Aires,Buenos Aires
